"","...1","Timestamp","ID","Age","Gender","Condition","ReactionTime","keypress","Stimulus","File","stimcolour","correct","congruency"
"201",16,"2021_Dec_13_1024","br00",21,"Female","2",1.98369680100586,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"202",17,"2021_Dec_13_1024","br00",21,"Female","2",0.648167799983639,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"203",18,"2021_Dec_13_1024","br00",21,"Female","2",0.606519736989867,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"204",19,"2021_Dec_13_1024","br00",21,"Female","2",0.969729158008704,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"205",20,"2021_Dec_13_1024","br00",21,"Female","2",0.942022793984506,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"206",21,"2021_Dec_13_1024","br00",21,"Female","2",1.0807100230013,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"207",23,"2021_Dec_13_1024","br00",21,"Female","2",1.05230165200192,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"208",24,"2021_Dec_13_1024","br00",21,"Female","2",1.57104571198579,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"209",25,"2021_Dec_13_1024","br00",21,"Female","2",0.697150627995143,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"210",26,"2021_Dec_13_1024","br00",21,"Female","2",0.918435706000309,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"211",27,"2021_Dec_13_1024","br00",21,"Female","2",0.814272560004611,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"212",28,"2021_Dec_13_1024","br00",21,"Female","2",2.05050011799904,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"213",29,"2021_Dec_13_1024","br00",21,"Female","2",0.800999033992412,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"214",30,"2021_Dec_13_1024","br00",21,"Female","2",0.893661600013729,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"215",31,"2021_Dec_13_1024","br00",21,"Female","2",1.12631568900542,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"216",32,"2021_Dec_13_1024","br00",21,"Female","2",1.432373543008,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"217",33,"2021_Dec_13_1024","br00",21,"Female","2",0.788330332987243,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"218",34,"2021_Dec_13_1024","br00",21,"Female","2",2.2362942850159,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"219",35,"2021_Dec_13_1024","br00",21,"Female","2",1.17318041299586,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"220",36,"2021_Dec_13_1024","br00",21,"Female","2",1.21798482100712,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"221",37,"2021_Dec_13_1024","br00",21,"Female","2",0.665085753018502,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"222",38,"2021_Dec_13_1024","br00",21,"Female","2",0.494230738986516,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"223",39,"2021_Dec_13_1024","br00",21,"Female","2",0.463363375980407,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"224",40,"2021_Dec_13_1024","br00",21,"Female","2",0.422635091992561,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"225",41,"2021_Dec_13_1024","br00",21,"Female","2",0.553296828002203,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"226",42,"2021_Dec_13_1024","br00",21,"Female","2",2.30787599299219,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"227",43,"2021_Dec_13_1024","br00",21,"Female","2",0.696786446002079,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"228",44,"2021_Dec_13_1024","br00",21,"Female","2",1.11080244299956,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"229",45,"2021_Dec_13_1024","br00",21,"Female","2",1.42221903501195,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"230",46,"2021_Dec_13_1024","br00",21,"Female","2",0.9806397529901,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"231",47,"2021_Dec_13_1024","br00",21,"Female","2",0.578659888997208,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"232",48,"2021_Dec_13_1024","br00",21,"Female","2",0.831237940001301,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"233",49,"2021_Dec_13_1024","br00",21,"Female","2",1.02262375401915,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"234",50,"2021_Dec_13_1024","br00",21,"Female","2",0.692772139009321,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"235",51,"2021_Dec_13_1024","br00",21,"Female","2",0.916534785006661,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"236",52,"2021_Dec_13_1024","br00",21,"Female","2",0.693969521991676,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"237",53,"2021_Dec_13_1024","br00",21,"Female","2",0.800097906991141,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"238",54,"2021_Dec_13_1024","br00",21,"Female","2",0.870859579998069,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"239",55,"2021_Dec_13_1024","br00",21,"Female","2",0.490345817990601,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"240",56,"2021_Dec_13_1024","br00",21,"Female","2",0.494964243989671,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"241",57,"2021_Dec_13_1024","br00",21,"Female","2",0.602296473021852,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"242",58,"2021_Dec_13_1024","br00",21,"Female","2",0.514563848992111,"r","r","logfile_br00_2021_Dec_13_1024_2.csv","r",1,"1"
"243",59,"2021_Dec_13_1024","br00",21,"Female","2",0.493779041978996,"y","y","logfile_br00_2021_Dec_13_1024_2.csv","y",1,"0"
"244",0,"2021_Dec_13_1247","fred",24,"Male","2",2.28365373800625,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"245",1,"2021_Dec_13_1247","fred",24,"Male","2",3.02324018598301,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"246",2,"2021_Dec_13_1247","fred",24,"Male","2",1.33369659201708,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"247",3,"2021_Dec_13_1247","fred",24,"Male","2",1.14115218599909,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"248",4,"2021_Dec_13_1247","fred",24,"Male","2",1.09075967900571,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"249",5,"2021_Dec_13_1247","fred",24,"Male","2",2.35927901798277,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"250",6,"2021_Dec_13_1247","fred",24,"Male","2",0.857115741993766,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"251",7,"2021_Dec_13_1247","fred",24,"Male","2",1.92451520598843,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"252",8,"2021_Dec_13_1247","fred",24,"Male","2",1.77790255201398,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"253",9,"2021_Dec_13_1247","fred",24,"Male","2",1.05158502198174,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"254",10,"2021_Dec_13_1247","fred",24,"Male","2",1.12916318999487,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"255",11,"2021_Dec_13_1247","fred",24,"Male","2",1.30481835000683,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"256",12,"2021_Dec_13_1247","fred",24,"Male","2",0.723153533006553,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"257",13,"2021_Dec_13_1247","fred",24,"Male","2",0.731211453996366,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"258",14,"2021_Dec_13_1247","fred",24,"Male","2",0.769390812987695,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"259",15,"2021_Dec_13_1247","fred",24,"Male","2",0.776670632010791,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"260",16,"2021_Dec_13_1247","fred",24,"Male","2",1.39789650699822,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"261",17,"2021_Dec_13_1247","fred",24,"Male","2",0.745484298997326,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"262",18,"2021_Dec_13_1247","fred",24,"Male","2",0.976109777024249,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"263",19,"2021_Dec_13_1247","fred",24,"Male","2",1.35162091601524,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"264",20,"2021_Dec_13_1247","fred",24,"Male","2",0.925890816986794,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"265",21,"2021_Dec_13_1247","fred",24,"Male","2",1.15927701100009,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"266",22,"2021_Dec_13_1247","fred",24,"Male","2",0.802086140000029,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"267",23,"2021_Dec_13_1247","fred",24,"Male","2",0.962444877979578,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"268",24,"2021_Dec_13_1247","fred",24,"Male","2",0.903139447007561,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"269",25,"2021_Dec_13_1247","fred",24,"Male","2",1.69508828199469,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"270",26,"2021_Dec_13_1247","fred",24,"Male","2",1.21867667601327,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"271",27,"2021_Dec_13_1247","fred",24,"Male","2",0.88946331400075,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"272",28,"2021_Dec_13_1247","fred",24,"Male","2",0.709371909004403,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"273",29,"2021_Dec_13_1247","fred",24,"Male","2",2.02860355901066,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"274",30,"2021_Dec_13_1247","fred",24,"Male","2",1.15816212299978,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"275",31,"2021_Dec_13_1247","fred",24,"Male","2",1.13458182499744,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"276",32,"2021_Dec_13_1247","fred",24,"Male","2",1.3685960000148,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"277",33,"2021_Dec_13_1247","fred",24,"Male","2",1.25551046000328,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"278",34,"2021_Dec_13_1247","fred",24,"Male","2",0.719315584981814,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"279",35,"2021_Dec_13_1247","fred",24,"Male","2",0.983780775015475,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"280",36,"2021_Dec_13_1247","fred",24,"Male","2",0.871703284996329,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"281",37,"2021_Dec_13_1247","fred",24,"Male","2",0.891252885980066,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"282",38,"2021_Dec_13_1247","fred",24,"Male","2",0.62760031101061,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"283",39,"2021_Dec_13_1247","fred",24,"Male","2",0.893527100997744,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"284",40,"2021_Dec_13_1247","fred",24,"Male","2",1.00021237900364,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"285",41,"2021_Dec_13_1247","fred",24,"Male","2",0.761766542011173,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"286",42,"2021_Dec_13_1247","fred",24,"Male","2",0.701461396995001,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"287",43,"2021_Dec_13_1247","fred",24,"Male","2",0.757145103998482,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"288",44,"2021_Dec_13_1247","fred",24,"Male","2",1.46811230000458,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"289",45,"2021_Dec_13_1247","fred",24,"Male","2",0.643595475994516,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"290",46,"2021_Dec_13_1247","fred",24,"Male","2",0.951554681989364,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"291",47,"2021_Dec_13_1247","fred",24,"Male","2",1.1187084169942,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"292",48,"2021_Dec_13_1247","fred",24,"Male","2",0.808614023990231,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"293",49,"2021_Dec_13_1247","fred",24,"Male","2",0.845466161001241,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"294",50,"2021_Dec_13_1247","fred",24,"Male","2",0.682411431014771,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"295",51,"2021_Dec_13_1247","fred",24,"Male","2",1.45263454399537,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"296",52,"2021_Dec_13_1247","fred",24,"Male","2",0.916779967985349,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"297",53,"2021_Dec_13_1247","fred",24,"Male","2",1.39261162100593,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"298",54,"2021_Dec_13_1247","fred",24,"Male","2",0.959580203983933,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"299",55,"2021_Dec_13_1247","fred",24,"Male","2",1.12842631500098,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"300",56,"2021_Dec_13_1247","fred",24,"Male","2",0.968518128996948,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"301",57,"2021_Dec_13_1247","fred",24,"Male","2",0.727677549992222,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"302",58,"2021_Dec_13_1247","fred",24,"Male","2",0.530491973011522,"y","y","logfile_fred_2021_Dec_13_1247_2.csv","y",1,"0"
"303",59,"2021_Dec_13_1247","fred",24,"Male","2",1.19170572201256,"r","r","logfile_fred_2021_Dec_13_1247_2.csv","r",1,"1"
"304",0,"2021_Dec_13_1008","hej",23,"Female","2",3.0994949050073,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"305",1,"2021_Dec_13_1008","hej",23,"Female","2",2.81131111001014,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"306",2,"2021_Dec_13_1008","hej",23,"Female","2",3.0413285039831,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"307",3,"2021_Dec_13_1008","hej",23,"Female","2",2.943801721005,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"308",4,"2021_Dec_13_1008","hej",23,"Female","2",3.21218942798441,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"309",5,"2021_Dec_13_1008","hej",23,"Female","2",2.56144688499626,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"310",6,"2021_Dec_13_1008","hej",23,"Female","2",1.40984623102122,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"311",7,"2021_Dec_13_1008","hej",23,"Female","2",2.65549042800558,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"312",9,"2021_Dec_13_1008","hej",23,"Female","2",1.39365419899696,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"313",10,"2021_Dec_13_1008","hej",23,"Female","2",1.33835072899819,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"314",11,"2021_Dec_13_1008","hej",23,"Female","2",1.46798062199377,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"315",12,"2021_Dec_13_1008","hej",23,"Female","2",1.06865840998944,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"316",13,"2021_Dec_13_1008","hej",23,"Female","2",0.785270719003165,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
"317",14,"2021_Dec_13_1008","hej",23,"Female","2",1.16862576501444,"r","r","logfile_hej_2021_Dec_13_1008_2.csv","r",1,"1"
"318",16,"2021_Dec_13_1008","hej",23,"Female","2",1.32876996000414,"y","y","logfile_hej_2021_Dec_13_1008_2.csv","y",1,"0"
